0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00
0.000000000000000000e+00|2.428781182330239097e-02|3.660516391116196144e-02|4.182810026272737458e-02|4.228076067285055362e-02|3.924421975735403745e-02|3.345945804259016498e-02|2.526146917215169735e-02|1.448444477816646786e-02|0.000000000000000000e+00
0.000000000000000000e+00|3.660516391116196144e-02|5.724105255354254573e-02|6.677164434345539412e-02|6.826109015730727481e-02|6.367166296841339501e-02|5.424012659546844500e-02|4.061418851598626312e-02|2.280905057195275337e-02|0.000000000000000000e+00
0.000000000000000000e+00|4.182810026272738152e-02|6.677164434345539412e-02|7.891568317158868806e-02|8.129298947722925217e-02|7.607615508388022862e-02|6.475295090697399947e-02|4.821310071093768551e-02|2.674820724597154475e-02|0.000000000000000000e+00
0.000000000000000000e+00|4.228076067285055362e-02|6.826109015730726093e-02|8.129298947722925217e-02|8.411530590219383485e-02|7.884494807909948888e-02|6.703006639532782529e-02|4.969308963186359895e-02|2.734649895905538058e-02|0.000000000000000000e+00
0.000000000000000000e+00|3.924421975735403745e-02|6.367166296841339501e-02|7.607615508388022862e-02|7.884494807909947500e-02|7.390061447611837031e-02|6.271076451276177965e-02|4.631173218002020142e-02|2.532876273837652431e-02|0.000000000000000000e+00
0.000000000000000000e+00|3.345945804259016498e-02|5.424012659546844500e-02|6.475295090697399947e-02|6.703006639532782529e-02|6.271076451276176578e-02|5.306775715254299919e-02|3.903574691714377376e-02|2.123545365702530704e-02|0.000000000000000000e+00
0.000000000000000000e+00|2.526146917215170429e-02|4.061418851598626312e-02|4.821310071093769245e-02|4.969308963186359895e-02|4.631173218002020836e-02|3.903574691714375988e-02|2.858749869883013897e-02|1.547211584994104619e-02|0.000000000000000000e+00
0.000000000000000000e+00|1.448444477816647133e-02|2.280905057195275684e-02|2.674820724597155169e-02|2.734649895905538752e-02|2.532876273837652778e-02|2.123545365702531051e-02|1.547211584994104619e-02|8.330350214885342414e-03|0.000000000000000000e+00
0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00
